date,water_level,tagsn
2018011602,1.842,4287
2018011602,1.5361,4288
2018011603,1.8252,4285
2018011603,1.7602,4287
2018011603,1.5088,4288
2018011604,2.0331,4285
2018011604,1.957,4287
2018011604,1.6701,4288
2018011605,2.1868,4285
2018011605,2.1001,4287
2018011605,1.8045,4288
2018011606,2.4517,4285
2018011606,2.4016,4287
2018011606,2.067,4288
2018011607,2.405,4285
2018011607,2.3438,4287
2018011607,2.026,4288
2018011608,2.4209,4285
2018011608,2.4042,4287
2018011608,2.2569,4288
2018011609,2.361,4288
2018011609,2.6551,4287
2018011609,2.7021,4285
2018011610,3.0137,4285
2018011610,2.9527,4287
2018011610,2.6783,4288
2018011611,3.0652,4288
2018011611,3.2874,4287
2018011611,3.358,4285
2018011612,3.3743,4285
2018011612,3.311,4287
2018011612,3.181,4288
2018011613,3.214,4285
2018011613,3.15,4287
2018011613,3.0638,4288
2018011614,3.0748,4285
2018011614,3.0163,4287
2018011614,2.9617,4288
2018011615,2.9753,4285
2018011615,2.9155,4287
2018011615,2.8846,4288
2018011616,2.8279,4285
2018011616,2.7709,4287
2018011616,2.7423,4288
2018011617,2.6254,4285
2018011617,2.5686,4287
2018011617,2.5033,4288
2018011618,2.3292,4285
2018011618,2.2588,4287
2018011618,2.065,4288
2018011619,2.4315,4285
2018011619,2.3715,4287
2018011619,2.1006,4288
2018011620,2.456,4285
2018011620,2.4229,4287
2018011620,2.2374,4288
2018011621,2.8669,4285
2018011621,2.8303,4287
2018011621,2.4563,4288
2018011622,2.8504,4285
2018011622,2.797,4287
2018011622,2.3462,4288
2018011623,2.7062,4285
2018011623,2.6539,4287
2018011623,2.2276,4288
2018011624,2.4069,4285
2018011624,2.3593,4287
2018011624,1.985,4288
2018011701,2.3869,4285
2018011701,2.3412,4287
2018011701,1.9651,4288
2018011702,2.4245,4285
2018011702,2.3753,4287
2018011702,2.1809,4288
2018011703,2.4395,4285
2018011703,2.387,4287
2018011703,2.3997,4288
2018011704,2.8349,4285
2018011704,2.8092,4287
2018011704,2.6379,4288
2018011705,3.0749,4285
2018011705,3.0179,4287
2018011705,2.9603,4288
2018011706,3.0803,4285
2018011706,2.9775,4287
2018011706,2.9466,4288
2018011707,3.1564,4285
2018011707,3.0634,4287
2018011707,2.835,4288
2018011708,3.0095,4285
2018011708,2.9271,4287
2018011708,2.6746,4288
2018011709,2.7265,4285
2018011709,2.6724,4287
2018011709,2.4125,4288
2018011710,2.2044,4288
2018011710,2.3078,4285
2018011710,2.2777,4287
2018011711,2.3163,4285
2018011711,2.2917,4287
2018011711,2.0886,4288
2018011712,2.3979,4285
2018011712,2.3756,4287
2018011712,2.1712,4288
2018011717,2.5787,4285
2018011717,2.5222,4287
2018011717,2.4522,4288
2018011718,3.0042,4285
2018011718,2.9366,4287
2018011718,2.8932,4288
2018011719,2.8375,4285
2018011719,2.7759,4287
2018011719,2.7553,4288
2018011720,2.6504,4285
2018011720,2.6258,4287
2018011720,2.5322,4288
2018011721,2.5146,4285
2018011721,2.4908,4287
2018011721,2.3876,4288
2018011722,2.5564,4285
2018011722,2.525,4287
2018011722,2.4856,4288
2018011723,2.5921,4285
2018011723,2.5485,4287
2018011723,2.5142,4288
2018011724,2.6197,4285
2018011724,2.5458,4287
2018011724,2.5455,4288
2018011801,2.493,4285
2018011801,2.4241,4287
2018011801,2.1563,4288
2018011802,2.3329,4285
2018011802,2.2704,4287
2018011802,2.0556,4288
2018011803,2.0823,4285
2018011803,2.0378,4287
2018011803,1.9191,4288
2018011804,2.2574,4285
2018011804,2.2077,4287
2018011804,2.0065,4288
2018011805,2.3336,4285
2018011805,2.2877,4287
2018011805,1.9732,4288
2018011806,2.3561,4285
2018011806,2.3013,4287
2018011806,1.9309,4288
2018011807,2.7471,4285
2018011807,2.6955,4287
2018011807,2.487,4288
2018011808,3.109,4285
2018011808,3.0443,4287
2018011808,2.8269,4288
2018011809,3.1557,4285
2018011809,3.0911,4287
2018011809,2.9328,4288
2018011810,3.1473,4285
2018011810,3.0847,4287
2018011810,2.9142,4288
2018011811,3.0936,4285
2018011811,3.0317,4287
2018011811,2.9158,4288
2018011812,3.1375,4285
2018011812,3.0782,4287
2018011812,3.0597,4288
2018011813,3.1726,4285
2018011813,3.1084,4287
2018011813,3.0621,4288
2018011814,3.19,4285
2018011814,3.1248,4287
2018011814,3.0745,4288
2018011815,3.279,4287
2018011815,3.3449,4285
2018011815,3.235,4288
2018011816,3.466,4285
2018011816,3.395,4287
2018011816,3.3463,4288
2018011817,3.2747,4288
2018011817,3.2234,4287
2018011817,3.2849,4285
2018011818,3.0319,4287
2018011818,2.9321,4288
2018011818,3.0911,4285
2018011819,2.706,4285
2018011819,2.6199,4287
2018011819,2.4054,4288
2018011820,2.6528,4285
2018011820,2.5603,4287
2018011820,2.2963,4288
2018011821,2.451,4285
2018011821,2.3615,4287
2018011821,2.1463,4288
2018011822,2.2577,4285
2018011822,2.1747,4287
2018011822,1.8228,4288
2018011823,1.8756,4285
2018011823,1.8564,4287
2018011823,1.6023,4288
2018011824,1.958,4285
2018011824,1.9451,4287
2018011824,1.5735,4288
2018011901,1.9472,4285
2018011901,1.9488,4287
2018011901,1.5706,4288
2018011902,2.0173,4285
2018011902,1.9871,4287
2018011902,1.6442,4288
2018011903,2.3012,4285
2018011903,2.2526,4287
2018011903,1.9473,4288
2018011904,2.3883,4285
2018011904,2.3585,4287
2018011904,2.0247,4288
2018011905,2.4461,4285
2018011905,2.4212,4287
2018011905,2.0898,4288
2018011906,2.671,4285
2018011906,2.6122,4287
2018011906,2.4118,4288
2018011907,2.8842,4285
2018011907,2.7445,4287
2018011907,2.6401,4288
2018011908,3.0472,4285
2018011908,3.0257,4287
2018011908,2.7553,4288
2018011909,3.2136,4285
2018011909,3.1863,4287
2018011909,2.9288,4288
2018011910,3.0712,4285
2018011910,3.0181,4287
2018011910,2.9557,4288
2018011911,2.877,4285
2018011911,2.8145,4287
2018011911,2.6797,4288
2018011912,2.7505,4285
2018011912,2.6919,4287
2018011912,2.5521,4288
2018011913,2.756,4285
2018011913,2.6984,4287
2018011913,2.5203,4288
2018011914,2.6564,4288
2018011914,2.9144,4285
2018011914,2.8544,4287
2018011915,2.7126,4288
2018011915,2.9221,4285
2018011915,2.8655,4287
2018011916,2.7679,4288
2018011916,2.9248,4287
2018011916,2.9773,4285
2018011917,2.7902,4288
2018011917,2.9833,4287
2018011917,3.0387,4285
2018011918,2.6708,4288
2018011918,2.8961,4287
2018011918,2.9561,4285
2018011919,2.8997,4285
2018011919,2.8445,4287
2018011919,2.5607,4288
2018011920,2.8954,4285
2018011920,2.8368,4287
2018011920,2.6027,4288
2018011921,2.614,4285
2018011921,2.4899,4287
2018011921,2.4215,4288
2018011922,2.4547,4285
2018011922,2.3652,4287
2018011922,2.1008,4288
2018011923,2.3844,4285
2018011923,2.3401,4287
2018011923,1.9371,4288
2018011924,2.4723,4285
2018011924,2.4226,4287
2018011924,2.0237,4288
2018012001,2.4914,4285
2018012001,2.4435,4287
2018012001,2.048,4288
2018012002,2.3737,4285
2018012002,2.3278,4287
2018012002,1.9844,4288
2018012003,2.3644,4285
2018012003,2.3072,4287
2018012003,2.0807,4288
2018012004,2.3125,4285
2018012004,2.2222,4287
2018012004,2.0795,4288
2018012005,2.3679,4285
2018012005,2.3504,4287
2018012005,2.1889,4288
2018012006,2.5447,4285
2018012006,2.5337,4287
2018012006,2.236,4288
2018012007,2.4311,4285
2018012007,2.4683,4287
2018012007,2.1454,4288
2018012008,2.4041,4285
2018012008,2.3824,4287
2018012008,2.1906,4288
2018012009,2.8427,4285
2018012009,2.7849,4287
2018012009,2.4902,4288
2018012010,3.1065,4285
2018012010,3.0528,4287
2018012010,2.7805,4288
2018012011,3.2088,4285
2018012011,3.1536,4287
2018012011,2.8853,4288
2018012012,3.2099,4285
2018012012,3.1594,4287
2018012012,2.9002,4288
2018012013,3.2933,4285
2018012013,3.2497,4287
2018012013,2.999,4288
2018012014,3.3486,4285
2018012014,3.3088,4287
2018012014,3.0396,4288
2018012015,3.3895,4285
2018012015,3.3283,4287
2018012015,3.2044,4288
2018012016,3.3387,4285
2018012016,3.2779,4287
2018012016,3.2145,4288
2018012017,3.1697,4285
2018012017,3.1086,4287
2018012017,2.9094,4288
2018012018,3.1087,4285
2018012018,3.0458,4287
2018012018,2.784,4288
2018012019,3.0035,4285
2018012019,2.9534,4287
2018012019,2.6987,4288
2018012020,2.9425,4285
2018012020,2.889,4287
2018012020,2.6081,4288
2018012021,2.7942,4285
2018012021,2.7493,4287
2018012021,2.3476,4288
2018012022,2.5274,4285
2018012022,2.4621,4287
2018012022,2.3153,4288
2018012023,2.5222,4285
2018012023,2.4694,4287
2018012023,2.2097,4288
2018012024,2.3867,4285
2018012024,2.2833,4287
2018012024,2.141,4288
2018012101,2.3365,4285
2018012101,2.2638,4287
2018012101,1.9595,4288
2018012102,2.3201,4285
2018012102,2.2581,4287
2018012102,2.0052,4288
2018012103,2.2191,4285
2018012103,2.167,4287
2018012103,2.0223,4288
2018012104,2.3598,4285
2018012104,2.3027,4287
2018012104,2.1937,4288
2018012105,2.3705,4285
2018012105,2.2901,4287
2018012105,2.2411,4288
2018012106,2.6363,4285
2018012106,2.5661,4287
2018012106,2.5608,4288
2018012107,2.635,4285
2018012107,2.5804,4287
2018012107,2.68,4288
2018012108,2.5812,4285
2018012108,2.529,4287
2018012108,2.6315,4288
2018012109,2.5959,4285
2018012109,2.5448,4287
2018012109,2.5853,4288
2018012110,2.6915,4285
2018012110,2.6415,4287
2018012110,2.4689,4288
2018012111,2.6896,4285
2018012111,2.6425,4287
2018012111,2.3013,4288
2018012112,2.7128,4285
2018012112,2.6633,4287
2018012112,2.2962,4288
2018012113,2.7034,4285
2018012113,2.6495,4287
2018012113,2.2062,4288
2018012114,2.384,4285
2018012114,2.3725,4287
2018012114,1.9378,4288
2018012115,2.3755,4285
2018012115,2.3664,4287
2018012115,1.9684,4288
2018012116,2.584,4285
2018012116,2.5366,4287
2018012116,2.2164,4288
2018012117,2.6773,4285
2018012117,2.6289,4287
2018012117,2.2699,4288
2018012118,2.6584,4285
2018012118,2.6116,4287
2018012118,2.2267,4288
2018012119,2.5428,4285
2018012119,2.4974,4287
2018012119,2.0748,4288
2018012120,1.8772,4288
2018012120,2.351,4287
2018012120,2.3949,4285
2018012121,1.9532,4288
2018012121,2.4577,4287
2018012121,2.5024,4285
2018012122,2.5535,4285
2018012122,2.0264,4288
2018012122,2.5121,4287
2018012123,2.5859,4285
2018012123,2.5261,4287
2018012123,1.9799,4288
2018012124,1.8763,4288
2018012124,2.3554,4287
2018012124,2.4414,4285
2018012201,2.4321,4285
2018012201,2.3508,4287
2018012201,1.8417,4288
2018012202,2.2762,4285
2018012202,1.7995,4288
2018012202,2.2733,4287
2018012203,2.3554,4285
2018012203,1.853,4288
2018012203,2.3499,4287
2018012204,2.2515,4288
2018012204,2.5948,4287
2018012204,2.6061,4285
2018012205,2.9431,4285
2018012205,2.9071,4287
2018012205,2.7136,4288
2018012206,3.2767,4285
2018012206,3.23,4287
2018012206,3.175,4288
2018012207,3.4364,4288
2018012207,3.5078,4287
2018012207,3.5675,4285
2018012208,3.4008,4288
2018012208,3.4478,4287
2018012208,3.5083,4285
2018012209,3.4435,4288
2018012209,3.4489,4287
2018012209,3.5094,4285
2018012210,3.3857,4285
2018012210,3.3232,4287
2018012210,3.3147,4288
2018012211,3.1627,4285
2018012211,3.0991,4287
2018012211,2.9347,4288
2018012212,3.2046,4285
2018012212,3.139,4287
2018012212,2.9728,4288
2018012213,3.1292,4285
2018012213,3.0742,4287
2018012213,2.9749,4288
2018012214,2.8589,4285
2018012214,2.8366,4287
2018012214,2.6523,4288
2018012215,2.3972,4285
2018012215,2.3799,4287
2018012215,2.194,4288
2018012216,2.4171,4285
2018012216,2.4403,4287
2018012216,2.2127,4288
2018012217,2.0337,4285
2018012217,2.0699,4287
2018012217,1.8857,4288
2018012218,1.9645,4288
2018012218,2.2221,4287
2018012218,2.2199,4285
2018012219,2.3602,4285
2018012219,2.3476,4287
2018012219,2.0691,4288
2018012220,2.3913,4285
2018012220,2.3815,4287
2018012220,2.1065,4288
2018012221,2.3988,4285
2018012221,2.385,4287
2018012221,2.0561,4288
2018012222,2.4056,4285
2018012222,2.031,4288
2018012222,2.399,4287
2018012223,2.6438,4285
2018012223,2.6176,4287
2018012223,2.2316,4288
2018012224,2.529,4285
2018012224,2.5189,4287
2018012224,2.2038,4288
2018012301,2.2342,4285
2018012301,2.2251,4287
2018012301,1.7705,4288
2018012302,1.9709,4285
2018012302,1.9594,4287
2018012302,1.5458,4288
2018012303,1.8122,4285
2018012303,1.7771,4287
2018012303,1.4378,4288
2018012304,1.7195,4285
2018012304,1.6861,4287
2018012304,1.3698,4288
2018012305,1.7011,4288
2018012305,1.9498,4285
2018012305,1.9157,4287
2018012306,2.2859,4285
2018012306,2.2317,4287
2018012306,1.9331,4288
2018012307,2.6815,4285
2018012307,2.626,4287
2018012307,2.4273,4288
2018012308,3.1176,4285
2018012308,3.0551,4287
2018012308,3.0335,4288
2018012309,3.3809,4285
2018012309,3.3077,4287
2018012309,3.0588,4288
2018012310,3.2495,4285
2018012310,3.1963,4287
2018012310,2.9934,4288
2018012311,2.9938,4285
2018012311,2.9468,4287
2018012311,2.756,4288
2018012312,2.9517,4285
2018012312,2.9017,4287
2018012312,2.605,4288
2018012313,2.9517,4285
2018012313,2.9017,4287
2018012313,2.4991,4288
2018012314,2.6095,4285
2018012314,2.5572,4287
2018012314,2.4322,4288
2018012315,2.4873,4288
2018012315,2.5565,4287
2018012315,2.611,4285
2018012316,2.4849,4285
2018012316,2.4334,4287
2018012316,2.3696,4288
2018012317,2.3035,4288
2018012317,2.416,4285
2018012317,2.3672,4287
2018012318,2.2245,4288
2018012318,2.3237,4287
2018012318,2.3732,4285
2018012319,2.1341,4288
2018012319,2.3488,4287
2018012319,2.3988,4285
2018012320,2.017,4288
2018012320,2.3001,4287
2018012320,2.3586,4285
2018012321,1.9044,4288
2018012321,2.1614,4287
2018012321,2.2108,4285
2018012322,1.7668,4288
2018012322,2.0381,4287
2018012322,2.0909,4285
2018012323,2.3119,4285
2018012323,2.2531,4287
2018012323,1.9562,4288
2018012324,2.429,4285
2018012324,2.118,4288
2018012324,2.3727,4287
2018012401,2.4161,4285
2018012401,2.3339,4287
2018012401,2.0462,4288
2018012402,2.3225,4285
2018012402,1.8738,4288
2018012402,2.2254,4287
2018012403,1.7449,4288
2018012403,1.9934,4287
2018012403,2.1103,4285
2018012404,2.4538,4285
2018012404,2.3694,4287
2018012404,2.0562,4288
2018012405,2.7144,4285
2018012405,2.4929,4287
2018012405,2.4836,4288
2018012406,3.1171,4285
2018012406,2.762,4288
2018012406,3.027,4287
2018012407,2.8713,4288
2018012407,3.0832,4287
2018012407,3.1922,4285
2018012408,3.1801,4285
2018012408,3.0818,4287
2018012408,2.9214,4288
2018012409,3.0207,4288
2018012409,3.1406,4287
2018012409,3.2117,4285
2018012410,3.114,4288
2018012410,3.0874,4287
2018012410,3.1576,4285
2018012411,3.2783,4285
2018012411,3.2068,4287
2018012411,2.9626,4288
2018012412,3.307,4285
2018012412,3.2382,4287
2018012412,2.9835,4288
2018012413,3.3872,4287
2018012413,3.1891,4288
2018012413,3.4552,4285
2018012414,3.2561,4285
2018012414,3.1962,4287
2018012414,3.1288,4288
2018012415,3.0775,4285
2018012415,3.0181,4287
2018012415,2.97,4288
2018012416,2.9236,4285
2018012416,2.8689,4287
2018012416,2.8085,4288
2018012417,2.6057,4288
2018012417,2.7829,4285
2018012417,2.7222,4287
2018012418,2.6323,4285
2018012418,2.5732,4287
2018012418,2.8121,4288
2018012419,2.4025,4285
2018012419,2.3376,4287
2018012419,2.2743,4288
2018012420,2.328,4285
2018012420,2.2721,4287
2018012420,2.1038,4288
2018012421,2.3451,4285
2018012421,2.2857,4287
2018012421,2.0877,4288
2018012422,2.3313,4285
2018012422,2.2691,4287
2018012422,2.0821,4288
2018012423,2.1461,4285
2018012423,2.0852,4287
2018012423,1.8403,4288
2018012424,2.0909,4285
2018012424,2.0357,4287
2018012424,1.6963,4288
2018012501,2.1724,4285
2018012501,2.0849,4287
2018012501,1.7564,4288
2018012502,2.0606,4285
2018012502,1.9894,4287
2018012502,1.7799,4288
2018012503,2.0291,4285
2018012503,1.9798,4287
2018012503,1.8105,4288
2018012504,2.1547,4285
2018012504,2.0754,4287
2018012504,1.8962,4288
2018012505,2.1493,4285
2018012505,2.0691,4287
2018012505,1.9317,4288
2018012506,2.1266,4285
2018012506,2.0419,4287
2018012506,1.897,4288
2018012507,2.0632,4285
2018012507,2.0132,4287
2018012507,1.7377,4288
2018012508,2.3026,4285
2018012508,2.2607,4287
2018012508,1.9823,4288
2018012509,2.4723,4285
2018012509,2.4194,4287
2018012509,2.2164,4288
2018012510,2.4925,4285
2018012510,2.3027,4288
2018012510,2.4444,4287
2018012511,2.4737,4285
2018012511,2.4164,4287
2018012511,2.3469,4288
2018012512,2.3293,4288
2018012512,2.3946,4287
2018012512,2.4496,4285
2018012513,2.5445,4285
2018012513,2.4792,4287
2018012513,2.4195,4288
2018012515,2.7544,4285
2018012515,2.6919,4287
2018012515,2.5897,4288
2018012516,3.0237,4285
2018012516,2.9537,4287
2018012516,2.8531,4288
2018012517,3.2596,4285
2018012517,3.184,4287
2018012517,3.0701,4288
2018012518,3.1784,4288
2018012518,3.3136,4287
2018012518,3.3873,4285
2018012519,3.1542,4288
2018012519,3.3956,4285
2018012519,3.3199,4287
2018012520,2.981,4285
2018012520,2.926,4287
2018012520,2.9042,4288
2018012521,2.7047,4288
2018012521,2.8886,4285
2018012521,2.8471,4287
2018012522,2.5866,4285
2018012522,2.5345,4287
2018012522,2.5828,4288
2018012523,2.4726,4285
2018012523,2.4594,4287
2018012523,2.3195,4288
2018012524,2.4245,4285
2018012524,2.3674,4287
2018012524,2.2343,4288
2018012601,2.2059,4287
2018012601,1.894,4288
2018012601,2.2706,4285
2018012602,1.6364,4288
2018012602,1.9433,4287
2018012602,1.9922,4285
2018012603,1.4992,4288
2018012603,1.9073,4285
2018012603,1.8763,4287
2018012604,1.4001,4288
2018012604,1.7659,4287
2018012604,1.8061,4285
2018012605,1.9531,4285
2018012605,1.9187,4287
2018012605,1.6501,4288
2018012606,2.2546,4285
2018012606,2.2125,4287
2018012606,1.9616,4288
2018012607,2.4915,4285
2018012607,2.4514,4287
2018012607,2.1759,4288
2018012608,2.5388,4285
2018012608,2.3679,4287
2018012608,2.3575,4288
2018012609,2.6157,4288
2018012609,2.857,4287
2018012609,2.9402,4285
2018012610,3.0039,4285
2018012610,2.9127,4287
2018012610,2.774,4288
2018012611,2.7143,4285
2018012611,2.6397,4287
2018012611,2.5208,4288
2018012612,2.2065,4288
2018012612,2.5344,4287
2018012612,2.5761,4285
2018012613,2.4939,4285
2018012613,2.469,4287
2018012613,2.1114,4288
2018012614,2.2626,4285
2018012614,2.2571,4287
2018012614,1.9044,4288
2018012615,2.0807,4288
2018012615,2.3895,4287
2018012615,2.4072,4285
2018012616,2.7152,4285
2018012616,2.6677,4287
2018012616,2.4528,4288
2018012617,2.7985,4285
2018012617,2.7105,4288
2018012617,2.5982,4287
2018012618,2.7634,4288
2018012618,2.9444,4287
2018012618,2.9851,4285
2018012619,2.8417,4288
2018012619,3.058,4287
2018012619,3.1167,4285
2018012620,2.9467,4288
2018012620,3.1298,4287
2018012620,3.1706,4285
2018012621,2.7521,4288
2018012621,2.8651,4287
2018012621,2.9329,4285
2018012622,2.4677,4288
2018012622,2.565,4287
2018012622,2.6187,4285
2018012623,2.3711,4288
2018012623,2.4713,4287
2018012623,2.5134,4285
2018012624,2.5111,4288
2018012624,2.6333,4287
2018012624,2.69,4285
2018012701,2.4782,4285
2018012701,2.4262,4287
2018012701,2.1617,4288
2018012702,1.9601,4285
2018012702,1.9127,4287
2018012702,1.6938,4288
2018012703,1.2989,4288
2018012703,1.6206,4287
2018012703,1.6199,4285
2018012704,1.2127,4288
2018012704,1.5062,4287
2018012704,1.4968,4285
2018012705,1.6123,4285
2018012705,1.6281,4287
2018012705,1.2183,4288
2018012706,1.856,4285
2018012706,1.7652,4287
2018012706,1.3108,4288
2018012707,2.2891,4285
2018012707,2.1993,4287
2018012707,1.8423,4288
2018012708,2.5045,4288
2018012708,2.772,4287
2018012708,2.8853,4285
2018012709,3.6992,4285
2018012709,3.6176,4287
2018012709,3.164,4288
2018012710,3.5026,4287
2018012710,3.2927,4288
2018012710,3.5574,4285
2018012711,3.6024,4285
2018012711,3.5451,4287
2018012711,3.2183,4288
2018012712,3.5887,4287
2018012712,3.2799,4288
2018012712,3.6474,4285
2018012713,3.6056,4285
2018012713,3.5331,4287
2018012713,3.26,4288
2018012714,3.4478,4287
2018012714,3.1077,4288
2018012714,3.5313,4285
2018012715,3.4938,4285
2018012715,3.4232,4287
2018012715,3.1094,4288
2018012716,3.1136,4287
2018012716,3.0623,4288
2018012716,3.1775,4285
2018012717,2.9001,4288
2018012717,2.9199,4287
2018012717,2.9813,4285
2018012718,3.0396,4285
2018012718,2.9767,4287
2018012718,2.8837,4288
2018012719,2.7981,4288
2018012719,2.8979,4287
2018012719,2.96,4285
2018012720,2.8563,4285
2018012720,2.7891,4287
2018012720,2.6902,4288
2018012721,2.5082,4288
2018012721,2.6843,4285
2018012721,2.6282,4287
2018012722,2.3315,4288
2018012722,2.4058,4287
2018012722,2.4337,4285
2018012723,2.2641,4288
2018012723,2.4105,4287
2018012723,2.4656,4285
2018012724,2.261,4288
2018012724,2.3839,4287
2018012724,2.434,4285
2018012801,2.3112,4285
2018012801,2.2627,4287
2018012801,1.8994,4288
2018012802,1.9739,4285
2018012802,1.9397,4287
2018012802,1.5479,4288
2018012803,1.8626,4285
2018012803,1.8192,4287
2018012803,1.5104,4288
2018012804,1.7771,4287
2018012804,1.5208,4288
2018012804,1.82,4285
2018012805,1.9108,4285
2018012805,1.8494,4287
2018012805,1.6417,4288
2018012806,2.1343,4285
2018012806,2.0543,4287
2018012806,1.8432,4288
2018012807,2.0863,4285
2018012807,2.0138,4287
2018012807,1.7882,4288
2018012808,2.3487,4285
2018012808,2.263,4287
2018012808,2.0579,4288
2018012809,2.6225,4285
2018012809,2.3384,4287
2018012809,2.4337,4288
2018012810,2.7468,4285
2018012810,2.6581,4287
2018012810,2.5367,4288
2018012811,2.5202,4285
2018012811,2.4641,4287
2018012811,2.4359,4288
2018012812,2.3764,4285
2018012812,2.3225,4287
2018012812,2.2612,4288
2018012813,2.196,4285
2018012813,2.0571,4288
2018012813,2.1416,4287
2018012814,2.2088,4285
2018012814,2.1678,4287
2018012814,1.8678,4288
2018012815,2.0684,4285
2018012815,2.0482,4287
2018012815,1.8429,4288
2018012816,2.0702,4285
2018012816,1.6964,4288
2018012816,2.0326,4287
2018012817,1.7277,4288
2018012817,2.1199,4287
2018012817,2.1656,4285
2018012818,1.8741,4288
2018012818,2.3133,4287
2018012818,2.3609,4285
2018012819,2.5824,4285
2018012819,2.5379,4287
2018012819,2.1159,4288
2018012820,2.1382,4288
2018012820,2.4568,4287
2018012820,2.5447,4285
2018012821,2.0609,4288
2018012821,2.5731,4285
2018012821,2.4889,4287
2018012822,1.932,4288
2018012822,2.2956,4287
2018012822,2.2972,4285
2018012823,2.157,4288
2018012823,2.6379,4287
2018012823,2.636,4285
2018012824,2.3292,4288
2018012824,2.6749,4287
2018012824,2.7254,4285
2018012901,2.6734,4285
2018012901,2.6331,4287
2018012901,2.1431,4288
2018012902,2.4376,4285
2018012902,2.3933,4287
2018012902,2.0597,4288
2018012903,2.3212,4285
2018012903,2.2717,4287
2018012903,1.9854,4288
2018012904,2.2335,4285
2018012904,2.1883,4287
2018012904,1.9121,4288
2018012905,2.164,4285
2018012905,2.1218,4287
2018012905,1.8346,4288
2018012906,2.2257,4285
2018012906,2.181,4287
2018012906,1.7948,4288
2018012907,2.3383,4285
2018012907,2.2848,4287
2018012907,1.9852,4288
2018012908,2.4214,4285
2018012908,2.374,4287
2018012908,2.2002,4288
2018012909,2.438,4285
2018012909,2.3899,4287
2018012909,2.2083,4288
2018012910,2.5101,4285
2018012910,2.4613,4287
2018012910,2.2436,4288
2018012911,2.3494,4288
2018012911,2.648,4287
2018012911,2.6962,4285
2018012912,2.8566,4285
2018012912,2.806,4287
2018012912,2.4849,4288
2018012913,3.0893,4285
2018012913,3.0395,4287
2018012913,2.8,4288
2018012914,2.908,4288
2018012914,3.111,4287
2018012914,3.1721,4285
2018012915,2.9596,4285
2018012915,2.9035,4288
2018012915,2.9045,4287
2018012916,3.1842,4287
2018012916,3.226,4285
2018012916,3.11,4288
2018012917,3.0819,4285
2018012917,3.0307,4287
2018012917,3.033,4288
2018012918,2.8051,4285
2018012918,2.7422,4287
2018012918,2.7277,4288
2018012919,2.628,4285
2018012919,2.5617,4287
2018012919,2.4704,4288
2018012920,2.6441,4285
2018012920,2.5974,4287
2018012920,2.1941,4288
2018012921,2.5036,4285
2018012921,2.4575,4287
2018012921,2.0503,4288
2018012922,2.4068,4285
2018012922,2.3615,4287
2018012922,1.973,4288
2018012923,2.4019,4285
2018012923,2.3723,4287
2018012923,2.0275,4288
2018012924,2.1585,4285
2018012924,2.1586,4287
2018012924,1.8945,4288
2018013001,2.4076,4285
2018013001,2.3911,4287
2018013001,2.0841,4288
2018013002,2.4671,4285
2018013002,2.431,4287
2018013002,2.2734,4288
2018013003,2.3697,4285
2018013003,2.3004,4287
2018013003,2.22,4288
2018013004,2.1467,4285
2018013004,2.1066,4287
2018013004,1.9382,4288
2018013005,2.0521,4285
2018013005,2.0105,4287
2018013005,1.8323,4288
2018013006,2.2463,4285
2018013006,2.0171,4287
2018013006,2.0812,4288
2018013007,2.6459,4285
2018013007,2.582,4287
2018013007,2.2756,4288
2018013008,3.1079,4285
2018013008,3.0518,4287
2018013008,2.7088,4288
2018013009,2.9301,4288
2018013009,3.2702,4285
2018013009,3.2072,4287
2018013010,3.4184,4285
2018013010,3.3564,4287
2018013010,3.1009,4288
2018013011,3.0978,4288
2018013011,3.3137,4287
2018013011,3.3784,4285
2018013012,3.3505,4285
2018013012,3.2865,4287
2018013012,3.135,4288
2018013013,3.204,4287
2018013013,3.2657,4285
2018013013,3.0321,4288
2018013014,2.9488,4288
2018013014,3.0797,4287
2018013014,3.1355,4285
2018013015,3.0914,4288
2018013015,3.0775,4287
2018013015,3.1487,4285
2018013016,2.9905,4285
2018013016,2.7931,4287
2018013016,3.0851,4288
2018013017,2.9866,4288
2018013017,2.9701,4287
2018013017,3.0351,4285
2018013018,2.9506,4285
2018013018,2.8888,4287
2018013018,2.9267,4288
2018013019,2.9062,4288
2018013019,2.9057,4285
2018013019,2.8457,4287
2018013020,2.7788,4285
2018013020,2.7203,4287
2018013020,2.7463,4288
2018013021,2.5892,4285
2018013021,2.5375,4287
2018013021,2.5496,4288
2018013022,2.4959,4285
2018013022,2.4491,4287
2018013022,2.192,4288
2018013023,1.8341,4288
2018013023,2.1494,4285
2018013023,2.1106,4287
2018013024,1.6304,4288
2018013024,1.9205,4287
2018013024,1.9557,4285
2018013101,1.9097,4285
2018013101,1.8756,4287
2018013101,1.5534,4288
2018013102,1.8369,4285
2018013102,1.7999,4287
2018013102,1.4694,4288
2018013103,1.4676,4288
2018013103,1.785,4287
2018013103,1.8238,4285
2018013104,1.5444,4288
2018013104,1.8479,4287
2018013104,1.8833,4285
2018013105,1.8928,4285
2018013105,1.8197,4287
2018013105,1.8267,4288
2018013106,2.266,4287
2018013106,2.0488,4288
2018013106,2.2842,4285
2018013107,2.4382,4288
2018013107,2.6378,4285
2018013107,2.6055,4287
2018013108,2.9918,4285
2018013108,2.9092,4287
